,date,year,month,day,time_of_day,damage_level,damage_level_sort,flight_phase,state,airport,operator,speed,aircraft_model,bird_size,species
168,1990-07-30,1990,7,30,Day,None,1,Approach,Texas,HOUSTON-HOBBY,AMERICAN AIRLINES,128.0,MD-80,Small,Unknown bird - small
169,1990-07-31,1990,7,31,Day,None,1,Climb,Texas,HOUSTON-HOBBY,CONTINENTAL AIRLINES,120.0,ATR-42,Small,Unknown bird - small
170,1990-08-01,1990,8,1,Day,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,125.0,B-757-200,Small,Rock pigeon
171,1990-08-01,1990,8,1,Night,None,1,Approach,Pennsylvania,PHILADELPHIA INTL,AMERICAN AIRLINES,170.0,B-757-200,Small,Unknown bird - small
172,1990-08-02,1990,8,2,Day,Medium,3,Approach,New York,JOHN F KENNEDY INTL,TRANS WORLD AIRLINES,,B-747-1/200,Medium,Herring gull
173,1990-08-02,1990,8,2,Day,None,1,Take-off run,Texas,HOUSTON-HOBBY,SOUTHWEST AIRLINES,110.0,B-737-500,Small,Unknown bird - small
174,1990-08-03,1990,8,3,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,210.0,MD-80,Medium,Unknown bird - medium
175,1990-08-04,1990,8,4,Day,None,1,Approach,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,165.0,KC-10A,Medium,Unknown bird or bat
176,1990-08-04,1990,8,4,Night,None,1,Climb,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,250.0,MD-80,Medium,Unknown bird - medium
177,1990-08-05,1990,8,5,Day,None,1,Approach,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,132.0,MD-80,Small,Unknown bird - small
178,1990-08-05,1990,8,5,Day,None,1,Landing Roll,Maryland,BALTIMORE WASH INTL,US AIRWAYS*,80.0,FOKKER F28 MK 1000,Small,Unknown bird - small
179,1990-08-05,1990,8,5,Day,None,1,Landing Roll,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,130.0,MD-80,Small,Unknown bird - small
180,1990-08-06,1990,8,6,Day,None,1,Approach,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,165.0,KC-10A,Medium,Unknown bird or bat
181,1990-08-06,1990,8,6,Day,None,1,Landing Roll,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,122.0,MD-80,Small,Unknown bird - small
182,1990-08-06,1990,8,6,Day,None,1,Take-off run,Texas,HOUSTON-HOBBY,SOUTHWEST AIRLINES,100.0,B-737-200,Small,Unknown bird - small
183,1990-08-09,1990,8,9,Day,None,1,Climb,California,LOS ANGELES INTL,SOUTHWEST AIRLINES,165.0,B-737-300,Medium,Unknown bird - medium
184,1990-08-09,1990,8,9,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,132.0,MD-80,Small,Horned lark
185,1990-08-09,1990,8,9,Day,None,1,Landing Roll,California,LOS ANGELES INTL,BUSINESS,100.0,PA-31 NAVAJO,Small,Rock pigeon
186,1990-08-10,1990,8,10,Night,Minor,2,Approach,California,LOS ANGELES INTL,HAWAIIAN AIR,180.0,L-1011,Medium,Unknown bird - medium
187,1990-08-12,1990,8,12,Day,None,1,Climb,Arizona,PHOENIX SKY HARBOR,AMERICAN AIRLINES,200.0,B-727,Medium,Unknown bird - medium
188,1990-08-12,1990,8,12,Night,None,1,Approach,California,LOS ANGELES INTL,HAWAIIAN AIR,,L-1011,Medium,Unknown bird - medium
189,1990-08-13,1990,8,13,Night,None,1,Take-off run,New Jersey,TETERBORO AIRPORT,UNKNOWN,,IAI ASTRA JT,Medium,Unknown bird - medium
190,1990-08-13,1990,8,13,Day,None,1,Climb,Utah,SALT LAKE CITY INTL,AMERICAN AIRLINES,150.0,MD-87,Small,Unknown bird - small
191,1990-08-15,1990,8,15,Day,Minor,2,Approach,Tennessee,NASHVILLE INTL,US AIRWAYS*,210.0,DC-9-30,Medium,Unknown bird - medium
192,1990-08-15,1990,8,15,Day,None,1,Approach,New York,JOHN F KENNEDY INTL,AMERICAN AIRLINES,160.0,DC-10-10,Small,American robin
193,1990-08-16,1990,8,16,Day,None,1,Approach,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,130.0,FOKKER F28 MK 4000,Small,Rock pigeon
194,1990-08-16,1990,8,16,Day,None,1,Take-off run,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,160.0,MD-82,Small,Unknown bird - small
195,1990-08-17,1990,8,17,Day,None,1,Approach,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,145.0,B-52G,Medium,Unknown bird or bat
196,1990-08-17,1990,8,17,Night,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,170.0,MD-80,Small,Unknown bird - small
197,1990-08-18,1990,8,18,Day,Substantial,4,Approach,Tennessee,NASHVILLE INTL,SOUTHWEST AIRLINES,210.0,B-737-200,Medium,Unknown bird - medium
198,1990-08-18,1990,8,18,Day,None,1,Landing Roll,Minnesota,MINNEAPOLIS-ST PAUL INTL,MILITARY,123.0,C-9,Medium,Unknown bird or bat
199,1990-08-19,1990,8,19,Day,None,1,Climb,Oklahoma,WILL ROGERS WORLD ARPT,AMERICAN AIRLINES,250.0,MD-80,Medium,Unknown bird - medium
200,1990-08-19,1990,8,19,Day,None,1,Approach,Nebraska,EPPLEY AIRFIELD,AMERICAN AIRLINES,135.0,B-727,Small,European starling
201,1990-08-20,1990,8,20,Night,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,150.0,B-727,Small,Unknown bird - small
202,1990-08-20,1990,8,20,Night,None,1,Descent,Texas,HOUSTON-HOBBY,SOUTHWEST AIRLINES,250.0,B-737-300,Small,Unknown bird - small
203,1990-08-21,1990,8,21,Day,None,1,Climb,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,145.0,MD-80,Medium,Unknown bird - medium
204,1990-08-21,1990,8,21,Day,Substantial,4,Take-off run,Pennsylvania,GREATER PITTSBURGH,US AIRWAYS*,,B-737-300,Small,Unknown bird - small
205,1990-08-22,1990,8,22,Night,None,1,Approach,Kentucky,LOUISVILLE INTL ARPT,UPS AIRLINES,130.0,DC-8-70,Small,Unknown bird - small
206,1990-08-23,1990,8,23,Night,None,1,Approach,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,150.0,B-52G,Medium,Unknown bird or bat
207,1990-08-23,1990,8,23,Day,Medium,3,Take-off run,Indiana,INDIANAPOLIS INTL,SOUTHWEST AIRLINES,95.0,B-737-200,Small,Mourning dove
208,1990-08-24,1990,8,24,Night,None,1,Approach,Pennsylvania,GREATER PITTSBURGH,US AIRWAYS*,,DC-9,Medium,Unknown bird - medium
209,1990-08-24,1990,8,24,Day,Minor,2,Climb,Texas,HOUSTON-HOBBY,SOUTHWEST AIRLINES,150.0,B-737-500,Small,Unknown bird - small
210,1990-08-24,1990,8,24,Day,None,1,Approach,Pennsylvania,PHILADELPHIA INTL,AMERICAN AIRLINES,135.0,MD-80,Small,Unknown bird - small
211,1990-08-24,1990,8,24,Day,None,1,Approach,Pennsylvania,PHILADELPHIA INTL,AMERICAN AIRLINES,145.0,MD-80,Small,Unknown bird - small
212,1990-08-25,1990,8,25,Day,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,125.0,MD-80,Medium,Unknown bird - medium
213,1990-08-25,1990,8,25,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,135.0,MD-80,Small,Unknown bird - small
214,1990-08-25,1990,8,25,Night,None,1,Approach,California,MINETA SAN JOSE INTL,SKYWEST AIRLINES,103.0,MERLIN III,Small,Unknown bird - small
215,1990-08-27,1990,8,27,Day,None,1,Climb,California,MINETA SAN JOSE INTL,AMERICAN AIRLINES,160.0,MD-80,Medium,Unknown bird - medium
216,1990-08-27,1990,8,27,Day,None,1,Take-off run,California,MINETA SAN JOSE INTL,UNKNOWN,40.0,STINSON 108,Medium,Red-tailed hawk
217,1990-08-27,1990,8,27,Night,None,1,Climb,Utah,SALT LAKE CITY INTL,DELTA AIR LINES,,B-727-200,Medium,Unknown bird - medium
218,1990-08-28,1990,8,28,Night,None,1,Descent,Oklahoma,WILL ROGERS WORLD ARPT,FEDEX EXPRESS,250.0,B-727,Large,Unknown bird - large
219,1990-08-28,1990,8,28,Night,None,1,Climb,Texas,AUSTIN-BERGSTROM INTL,SOUTHWEST AIRLINES,250.0,B-737-200,Medium,Unknown bird - medium
220,1990-08-28,1990,8,28,Day,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,145.0,MD-82,Small,Rock pigeon
221,1990-08-28,1990,8,28,Day,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,250.0,MD-82,Small,Unknown bird - small
222,1990-08-29,1990,8,29,Day,None,1,Approach,Oregon,PORTLAND INTL (OR),AMERICAN AIRLINES,130.0,MD-80,Small,Unknown bird - small
223,1990-08-29,1990,8,29,Day,None,1,Climb,Louisiana,NEW ORLEANS INTL,SOUTHWEST AIRLINES,180.0,B-737-300,Small,Unknown bird - small
224,1990-08-29,1990,8,29,Night,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,140.0,MD-80,Small,Unknown bird - small
225,1990-08-30,1990,8,30,Day,None,1,Approach,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,140.0,MD-80,Medium,Unknown bird - medium
226,1990-08-30,1990,8,30,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,210.0,B-727-200,Small,Unknown bird - small
227,1990-08-30,1990,8,30,Day,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,195.0,DC-10-10,Small,Unknown bird - small
228,1990-08-31,1990,8,31,Day,None,1,Descent,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,250.0,DC-10,Medium,Unknown bird - medium
229,1990-08-31,1990,8,31,Dusk,None,1,Approach,Michigan,DETROIT METRO WAYNE COUNTY ARPT,NORTHWEST AIRLINES,,DC-9,Medium,Unknown bird - medium
230,1990-08-31,1990,8,31,Night,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,170.0,MD-80,Medium,Unknown bird - medium
231,1990-08-31,1990,8,31,Night,None,1,Approach,New York,JOHN F KENNEDY INTL,AMERICAN AIRLINES,150.0,A-300,Medium,Unknown bird - medium
232,1990-08-31,1990,8,31,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,210.0,MD-80,Small,Unknown bird - small
233,1990-09-01,1990,9,1,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,140.0,B-727,Medium,Unknown bird - medium
234,1990-09-01,1990,9,1,Dusk,Substantial,4,Take-off run,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,130.0,B-737-200,Medium,Unknown bird - medium
235,1990-09-01,1990,9,1,Day,None,1,Take-off run,Michigan,DETROIT METRO WAYNE COUNTY ARPT,AMERICAN AIRLINES,150.0,B-727-200,Small,Unknown bird - small
236,1990-09-03,1990,9,3,Night,None,1,Approach,Texas,HOUSTON-HOBBY,SOUTHWEST AIRLINES,250.0,B-737-300,Medium,Unknown bird - medium
237,1990-09-04,1990,9,4,Day,None,1,Climb,Georgia,ATLANTA INTL,DELTA AIR LINES,150.0,B-737,Small,European starling
238,1990-09-05,1990,9,5,Day,None,1,Approach,Pennsylvania,GREATER PITTSBURGH,US AIRWAYS*,180.0,B-737,Small,Unknown bird - small
239,1990-09-05,1990,9,5,Day,None,1,Take-off run,Pennsylvania,GREATER PITTSBURGH,US AIRWAYS*,,B-737-300,Small,European starling
240,1990-09-05,1990,9,5,Dusk,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,135.0,MD-80,Small,Rock pigeon
241,1990-09-06,1990,9,6,Day,None,1,Climb,DC,RONALD REAGAN WASHINGTON NATL,AMERICAN AIRLINES,240.0,MD-82,Small,Unknown bird - small
242,1990-09-06,1990,9,6,Day,None,1,Climb,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,135.0,MD-80,Small,Unknown bird - small
243,1990-09-06,1990,9,6,Day,None,1,Climb,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,250.0,MD-80,Small,Unknown bird - small
244,1990-09-06,1990,9,6,Dusk,None,1,Approach,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,140.0,B-727-200,Small,Unknown bird - small
245,1990-09-07,1990,9,7,Night,None,1,Approach,Missouri,LAMBERT-ST LOUIS INTL,AMERICAN AIRLINES,140.0,MD-80,Medium,Unknown bird - medium
246,1990-09-07,1990,9,7,Night,None,1,Approach,Texas,SAN ANTONIO INTL,AMERICAN AIRLINES,140.0,MD-80,Medium,Unknown bird - medium
247,1990-09-07,1990,9,7,Day,None,1,Landing Roll,New Jersey,ATLANTIC CITY INTL,BUSINESS,100.0,SAAB-340,Small,American robin
248,1990-09-07,1990,9,7,Day,None,1,Take-off run,Pennsylvania,GREATER PITTSBURGH,US AIRWAYS*,120.0,B-737-300,Small,European starling
249,1990-09-09,1990,9,9,Dusk,None,1,Approach,Texas,GEORGE BUSH INTERCONTINENTAL,EXPRESSJET (CONTINENTAL EXPRS),140.0,EMB-120,Small,Unknown bird - small
250,1990-09-10,1990,9,10,Day,None,1,Approach,DC,RONALD REAGAN WASHINGTON NATL,US AIRWAYS*,,B-737-200,Medium,Unknown bird - medium
251,1990-09-10,1990,9,10,Day,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,150.0,B-727,Medium,American crow
252,1990-09-10,1990,9,10,Night,None,1,Approach,Hawaii,HONOLULU INTL ARPT,HAWAIIAN AIR,125.0,DC-9-50,Medium,Unknown bird - medium
253,1990-09-10,1990,9,10,Day,None,1,Approach,Louisiana,NEW ORLEANS INTL,AMERICAN AIRLINES,155.0,DC-10-10,Small,Unknown bird - small
254,1990-09-10,1990,9,10,Day,None,1,Approach,Oregon,PORTLAND INTL (OR),BUSINESS,115.0,C-560,Small,Rock pigeon
255,1990-09-10,1990,9,10,Day,None,1,Landing Roll,New Jersey,ATLANTIC CITY INTL,BUSINESS,,CASA C-212,Small,American kestrel
256,1990-09-10,1990,9,10,Day,None,1,Take-off run,Indiana,INDIANAPOLIS INTL,US AIRWAYS*,100.0,B-737-200,Small,Mourning dove
257,1990-09-10,1990,9,10,Night,None,1,Approach,DC,RONALD REAGAN WASHINGTON NATL,AMERICAN AIRLINES,160.0,MD-80,Small,Unknown bird - small
258,1990-09-10,1990,9,10,Night,None,1,Approach,New York,LAGUARDIA NY,AMERICAN AIRLINES,160.0,MD-80,Small,Unknown bird - small
259,1990-09-11,1990,9,11,Night,None,1,Approach,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,AMERICAN AIRLINES,160.0,B-727,Medium,Unknown bird - medium
260,1990-09-12,1990,9,12,Dawn,None,1,Approach,Texas,GEORGE BUSH INTERCONTINENTAL,EXPRESSJET (CONTINENTAL EXPRS),125.0,ATR-42,Small,Unknown bird - small
261,1990-09-12,1990,9,12,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,150.0,B-727-200,Small,Unknown bird - small
262,1990-09-12,1990,9,12,Night,None,1,Approach,Georgia,ATLANTA INTL,AMERICAN AIRLINES,135.0,MD-80,Small,Unknown bird - small
263,1990-09-13,1990,9,13,Night,None,1,Climb,Kentucky,LOUISVILLE INTL ARPT,UPS AIRLINES,230.0,B-727,Medium,Unknown bird - medium
264,1990-09-13,1990,9,13,Day,None,1,Take-off run,Pennsylvania,GREATER PITTSBURGH,BUSINESS,,ATR-42,Small,European starling
265,1990-09-14,1990,9,14,Day,None,1,Approach,Kentucky,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,COMAIR AIRLINES,130.0,MERLIN III,Small,Unknown bird - small
266,1990-09-14,1990,9,14,Day,None,1,Approach,Pennsylvania,PHILADELPHIA INTL,US AIRWAYS*,140.0,B-737-300,Small,Unknown bird - small
267,1990-09-14,1990,9,14,Day,None,1,Climb,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,130.0,T-38A,Small,Killdeer
268,1990-09-15,1990,9,15,Day,None,1,Approach,Texas,HOUSTON-HOBBY,SOUTHWEST AIRLINES,150.0,B-737-300,Small,Unknown bird - small
269,1990-09-15,1990,9,15,Day,None,1,Climb,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,160.0,FOKKER F28 MK 1000,Small,Unknown bird - small
270,1990-09-16,1990,9,16,Day,Minor,2,Climb,California,LOS ANGELES INTL,AMERICA WEST AIRLINES,320.0,B-737-200,Medium,Unknown bird - medium
271,1990-09-16,1990,9,16,Day,None,1,Approach,Ohio,PORT COLUMBUS INTL,US AIRWAYS*,140.0,DC-9-30,Small,Unknown bird - small
272,1990-09-17,1990,9,17,Day,None,1,Climb,New York,LAGUARDIA NY,AMERICAN AIRLINES,210.0,B-727,Medium,Unknown bird - medium
273,1990-09-17,1990,9,17,Night,None,1,Approach,Georgia,ATLANTA INTL,UNKNOWN,,MD-88,Medium,Unknown bird - medium
274,1990-09-17,1990,9,17,Night,None,1,Approach,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,230.0,B-727-200,Medium,Unknown bird - medium
275,1990-09-17,1990,9,17,Day,None,1,Climb,Oregon,PORTLAND INTL (OR),HORIZON AIR,125.0,DHC8 DASH 8,Small,Unknown bird - small
276,1990-09-18,1990,9,18,Night,None,1,Landing Roll,New Jersey,ATLANTIC CITY INTL,MILITARY,0.0,F-16,Medium,Unknown bird or bat
277,1990-09-18,1990,9,18,Day,None,1,Approach,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,123.0,MD-80,Small,Unknown bird - small
278,1990-09-18,1990,9,18,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,170.0,MD-80,Small,Unknown bird - small
279,1990-09-18,1990,9,18,Night,None,1,Approach,California,MINETA SAN JOSE INTL,AMERICAN AIRLINES,250.0,BA-146,Small,Unknown bird - small
280,1990-09-20,1990,9,20,Day,None,1,Take-off run,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,110.0,B-52G,Medium,Unknown bird or bat
281,1990-09-20,1990,9,20,Day,None,1,Landing Roll,California,LOS ANGELES INTL,SOUTHWEST AIRLINES,90.0,B-737-300,Small,Mourning dove
282,1990-09-21,1990,9,21,Dusk,Medium,3,Approach,New York,LAGUARDIA NY,US AIRWAYS*,,B-737-400,Medium,Unknown bird - medium
283,1990-09-21,1990,9,21,Day,None,1,Climb,Texas,GEORGE BUSH INTERCONTINENTAL,UNKNOWN,110.0,EMB-120,Small,Rock pigeon
284,1990-09-21,1990,9,21,Day,None,1,Take-off run,Utah,SALT LAKE CITY INTL,BUSINESS,100.0,B-737-200,Small,Unknown bird - small
286,1990-09-22,1990,9,22,Night,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,160.0,MD-80,Medium,Unknown bird - medium
287,1990-09-22,1990,9,22,Night,None,1,Climb,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,150.0,B-727-200,Medium,Unknown bird - medium
288,1990-09-22,1990,9,22,Day,None,1,Take-off run,Missouri,LAMBERT-ST LOUIS INTL,AMERICAN AIRLINES,125.0,MD-83,Small,Rock pigeon
289,1990-09-22,1990,9,22,Day,None,1,Take-off run,Oregon,PORTLAND INTL (OR),US AIRWAYS*,,B-737,Small,Unknown bird - small
290,1990-09-22,1990,9,22,Night,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,135.0,B-727-200,Small,Unknown bird - small
291,1990-09-23,1990,9,23,Day,Substantial,4,Descent,Hawaii,LIHUE ARPT,BUSINESS,60.0,BELL-206,Medium,Unknown bird - medium
292,1990-09-23,1990,9,23,Night,None,1,Approach,Louisiana,NEW ORLEANS INTL,AMERICAN AIRLINES,180.0,B-727,Small,Unknown bird - small
293,1990-09-24,1990,9,24,Dusk,None,1,Approach,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,140.0,B-727-200,Medium,Unknown bird - medium
294,1990-09-24,1990,9,24,Day,None,1,Landing Roll,Missouri,KANSAS CITY INTL,CONTINENTAL AIRLINES,,B-737,Small,Unknown bird - small
295,1990-09-25,1990,9,25,Night,None,1,Approach,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,127.0,KC-10A,Medium,Unknown bird or bat
296,1990-09-25,1990,9,25,Day,None,1,Approach,Michigan,DETROIT METRO WAYNE COUNTY ARPT,BUSINESS,115.0,CITATION II,Small,Unknown bird - small
297,1990-09-25,1990,9,25,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,140.0,B-767-300,Small,Unknown bird - small
298,1990-09-25,1990,9,25,Dusk,None,1,Approach,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,125.0,B-727,Small,Unknown bird - small
300,1990-09-26,1990,9,26,Day,None,1,Approach,Minnesota,MINNEAPOLIS-ST PAUL INTL,MESABA AIRLINES,130.0,SA227 AC METRO III,Small,Unknown bird - small
301,1990-09-26,1990,9,26,Day,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,250.0,B-727-200,Small,Unknown bird - small
302,1990-09-27,1990,9,27,Day,None,1,Approach,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,150.0,KC-10A,Medium,Unknown bird or bat
303,1990-09-27,1990,9,27,Night,None,1,Climb,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,250.0,B-727-200,Medium,Unknown bird - medium
304,1990-09-27,1990,9,27,Night,None,1,Descent,New Jersey,NEWARK LIBERTY INTL ARPT,AIR CANADA,250.0,DC-9,Medium,Unknown bird - medium
305,1990-09-27,1990,9,27,Day,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,150.0,MD-80,Small,Unknown bird - small
306,1990-09-27,1990,9,27,Day,None,1,Approach,New York,JOHN F KENNEDY INTL,AMERICAN AIRLINES,141.0,DC-10-10,Small,Unknown bird - small
307,1990-09-28,1990,9,28,Night,None,1,Approach,California,SACRAMENTO INTL,UNITED AIRLINES,140.0,B-737-300,Medium,Unknown bird - medium
308,1990-09-28,1990,9,28,Night,None,1,Approach,California,SACRAMENTO INTL,AMERICAN AIRLINES,180.0,MD-80,Small,Unknown bird - small
309,1990-09-30,1990,9,30,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,180.0,DC-10,Large,Unknown bird - large
310,1990-09-30,1990,9,30,Dusk,Minor,2,Approach,Washington,SEATTLE-TACOMA INTL,AMERICA WEST AIRLINES,140.0,B-737-300,Large,Canada goose
311,1990-09-30,1990,9,30,Night,None,1,Approach,Kentucky,LOUISVILLE INTL ARPT,AMERICAN AIRLINES,140.0,B-727,Medium,Unknown bird - medium
312,1990-09-30,1990,9,30,Night,None,1,Descent,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,250.0,MD-80,Medium,Unknown bird - medium
313,1990-09-30,1990,9,30,Day,None,1,Take-off run,Maryland,BALTIMORE WASH INTL,DELTA AIR LINES,100.0,B-737,Small,Rock pigeon
314,1990-10-01,1990,10,1,Day,None,1,Approach,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,200.0,KC-10A,Medium,Unknown bird or bat
315,1990-10-01,1990,10,1,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,140.0,MD-80,Small,American robin
316,1990-10-02,1990,10,2,Night,None,1,Approach,Florida,ORLANDO INTL,AMERICAN AIRLINES,140.0,DC-10-10,Small,Unknown bird - small
317,1990-10-04,1990,10,4,Day,None,1,Approach,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,140.0,B-727,Small,Unknown bird - small
318,1990-10-05,1990,10,5,Night,None,1,Approach,Louisiana,NEW ORLEANS INTL,AMERICAN AIRLINES,160.0,MD-80,Medium,Unknown bird - medium
319,1990-10-06,1990,10,6,Night,None,1,Approach,Hawaii,HONOLULU INTL ARPT,ALOHA AIRLINES,140.0,B-737,Small,Pacific golden-plover
320,1990-10-07,1990,10,7,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,160.0,DC-10-10,Small,Unknown bird - small
321,1990-10-09,1990,10,9,Night,None,1,Approach,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,200.0,KC-10A,Medium,Unknown bird or bat
322,1990-10-10,1990,10,10,Day,None,1,Take-off run,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,130.0,B-52G,Medium,Unknown bird or bat
323,1990-10-10,1990,10,10,Night,None,1,Approach,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,190.0,KC-135,Medium,Unknown bird or bat
324,1990-10-10,1990,10,10,Night,None,1,Approach,New York,JOHN F KENNEDY INTL,AMERICAN AIRLINES,180.0,DC-10-10,Medium,Unknown bird - medium
325,1990-10-10,1990,10,10,Day,None,1,Landing Roll,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,UNITED AIRLINES,130.0,B-727,Small,Unknown bird - small
326,1990-10-10,1990,10,10,Day,None,1,Landing Roll,Tennessee,MEMPHIS INTL,UNITED AIRLINES,,B-737,Small,Unknown bird - small
327,1990-10-11,1990,10,11,Night,Minor,2,Descent,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,250.0,DC-10-10,Large,Unknown bird - large
328,1990-10-11,1990,10,11,Day,None,1,Take-off run,Texas,DALLAS/FORT WORTH INTL ARPT,UNKNOWN,200.0,MD-80,Medium,Unknown bird - medium
329,1990-10-12,1990,10,12,Day,Substantial,4,Take-off run,Massachusetts,LOGAN INTL,US AIRWAYS*,110.0,B-737,Medium,Herring gull
330,1990-10-12,1990,10,12,Day,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,200.0,MD-80,Small,Unknown bird - small
331,1990-10-12,1990,10,12,Night,None,1,Approach,Georgia,ATLANTA INTL,DELTA AIR LINES,170.0,DC-9,Small,Unknown bird - small
332,1990-10-12,1990,10,12,Night,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,150.0,MD-80,Small,Unknown bird - small
333,1990-10-12,1990,10,12,Night,None,1,Take-off run,Hawaii,HONOLULU INTL ARPT,ALOHA AIRLINES,120.0,B-737-200,Small,Pacific golden-plover
334,1990-10-13,1990,10,13,Day,None,1,Landing Roll,Hawaii,HONOLULU INTL ARPT,ALOHA AIRLINES,100.0,B-737,Medium,Unknown bird - medium
335,1990-10-13,1990,10,13,Night,None,1,Climb,Texas,SAN ANTONIO INTL,SOUTHWEST AIRLINES,210.0,B-737-300,Medium,Unknown bird - medium
336,1990-10-14,1990,10,14,Day,None,1,Approach,Massachusetts,LOGAN INTL,US AIRWAYS*,,B-737-300,Medium,Unknown bird - medium
337,1990-10-15,1990,10,15,Day,None,1,Approach,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,190.0,KC-10A,Medium,Unknown bird or bat
